"nr_caf";"ds_tipo_area";"ds_tipo_unidade_medida";"nr_area";"cd_municipio";"sg_uf";"nm_municipio";"ds_tipo_localizacao_area";"ds_condicao_dominio";"st_imovel_principal";"nr_latitude";"nr_longitude"
9761;Terra;ha;13.10;"4312955";RS;Nova Boa Vista;Rural;Proprietário;true;-27.974472;-53.019601
9761;Terra;ha;9.10;"4312955";RS;Nova Boa Vista;Rural;Proprietário;false;-27.960939;-53.021769
9761;Terra;ha;7.20;"4301958";RS;Barra Funda;Rural;Proprietário;false;-27.955817;-53.020097
9761;Terra;ha;6.70;"4312955";RS;Nova Boa Vista;Rural;Proprietário;false;-27.966411;-52.966864
9762;Terra;ha;7.94;"4309126";RS;Gramado dos Loureiros;Rural;Proprietário;true;-27.477749923744973;-52.95178949832916
9763;Terra;ha;19.25;"5208608";GO;Goianésia;Rural;Proprietário;true;-15.257813466570765;-49.155423045158386
9765;Terra;ha;39.57;"5006606";MS;Ponta Porã;Rural;Assentado da reforma agrária;true;-22.1466858029005;-55.4894103500104
9767;Terra;ha;18.00;"4309571";RS;Herveiras;Rural;Proprietário;true;-29.43050522308528;-52.75737762451172
9769;Terra;ha;27.10;"5005152";MS;Juti;Rural;Proprietário;true;-22.85822190738256;-54.64053511619568
9770;Terra;ha;12.95;"2613602";PE;São José do Egito;Rural;Posseiro;true;-7.482861;-37.164604
9771;Terra;ha;2.40;"2101806";MA;Benedito Leite;Rural;Proprietário;true;-7.186621464066154;-44.627586007118225
9772;Terra;ha;5.57;"4320701";RS;Sobradinho;Rural;Proprietário;true;-29.225152;-53.42958
9773;Terra;ha;124.00;"2107902";MA;Passagem Franca;Rural;Comodatário;true;-6.116670392839598;-43.746448159217834
9774;Terra;ha;3.00;"3139508";MG;Manhumirim;Rural;Parceiro/meeiro;true;-20.32808329415385;-41.89465641975403
9776;Terra;ha;1.50;"4315909";RS;Rodeio Bonito;Rural;Arrendatário;true;-27.422545;-53.156846
9777;Terra;ha;10.07;"2614402";PE;Solidão;Rural;Posseiro;true;-7.55841637262606;-37.670679582664484
9777;Terra;ha;0.91;"2614402";PE;Solidão;Rural;Posseiro;false;-7.553889;-37.673889
9778;Terra;ha;215.00;"2107902";MA;Passagem Franca;Rural;Comodatário;true;-6.158486359787683;-43.744946122169495
9779;Terra;ha;1.03;"5003801";MS;Fátima do Sul;Rural;Proprietário;true;-22.394752;-54486705
9780;Terra;ha;9.17;"2614402";PE;Solidão;Rural;Comodatário;true;-7.544703050601274;-37.65323344445801
9782;Terra;ha;10.00;"4312955";RS;Nova Boa Vista;Rural;Proprietário;true;-27.9853;-52.950194
9783;Terra;ha;3.51;"2614402";PE;Solidão;Rural;Posseiro;true;-7.62;-37.645556
9784;Terra;ha;6.00;"4315909";RS;Rodeio Bonito;Rural;Arrendatário;true;-27.442985;-53.16065
9785;Terra;ha;3.24;"2614402";PE;Solidão;Rural;Posseiro;true;-7.59719185647452;-37.721305238098154
9787;Terra;ha;3.04;"2614402";PE;Solidão;Rural;Posseiro;true;-7.591042;-37.655406
9788;Terra;ha;2.93;"2614402";PE;Solidão;Rural;Posseiro;true;-7.628991851891586;-37.637363467597964
9790;Terra;ha;94627.50;"2101806";MA;Benedito Leite;Rural;Proprietário;true;-7.158086543925054;-44.50330317020416
9792;Terra;ha;4.77;"2614402";PE;Solidão;Rural;Posseiro;true;-7.6294570902180485;-37.64058633995055
9794;Terra;ha;1.29;"2614402";PE;Solidão;Rural;Posseiro;true;-7.565689;-37.675189
9795;Terra;ha;16.56;"2614402";PE;Solidão;Rural;Posseiro;true;-7.574153372813726;-37.61327183068848
9797;Terra;ha;36.30;"2614402";PE;Solidão;Rural;Posseiro;true;-7.599850666350165;-37.60686730422974
9798;Terra;ha;1.00;"2614402";PE;Solidão;Rural;Comodatário;true;-7.624865341868927;-37.60751653372956
9799;Terra;ha;2.00;"2614402";PE;Solidão;Rural;Comodatário;true;-7.608436;-37.630081
9800;Terra;ha;1.00;"2614402";PE;Solidão;Rural;Comodatário;true;-7.550844;-37.705244
9802;Terra;ha;7.50;"2500700";PB;São João do Rio do Peixe;Rural;Comodatário;true;-6.80361111;-38.44972222
9803;Terra;ha;0.50;"2613107";PE;São Caitano;Rural;Comodatário;true;-8.38627778;-36.19272222
9804;Terra;ha;3.00;"2608800";PE;Lajedo;Rural;Proprietário;true;-8.691259224111002;-36.28180365073399
9806;Terra;ha;2.30;"2413102";RN;Senador Elói de Souza;Rural;Proprietário;true;-6.066047;-35.613283
9807;Terra;ha;2.00;"4309050";RS;Glorinha;Rural;Arrendatário;true;-29.830535;-50.808313
9808;Terra;ha;1.31;"2510006";PB;Nazarezinho;Rural;Posseiro;true;-6.97947435452426;-38.310447335243225
9809;Terra;ha;23.60;"3202900";ES;Itarana;Rural;Proprietário;true;-20.0148633167358;-40.9593501175451
9810;Terra;ha;1.00;"2101806";MA;Benedito Leite;Rural;Proprietário;true;-7.211827057772658;-44.583640694618225
9811;Terra;ha;3.00;"4315909";RS;Rodeio Bonito;Rural;Arrendatário;true;-27.43726;-53.180877
9812;Terra;ha;2.33;"5008404";MS;Vicentina;Periurbano;Comodatário;true;-22.41573990702565;-54.445269772898364
9813;Terra;ha;1.00;"2900306";BA;Acajutiba;Rural;Posseiro;true;-11.660863297879482;-38.0124431848526
9814;Terra;ha;2.00;"3200201";ES;Alegre;Rural;Parceiro/meeiro;true;-20.859934834574947;-41.57432019710541
9815;Terra;ha;8.90;"2500700";PB;São João do Rio do Peixe;Rural;Proprietário;true;-6.77583333;-38.3975
9816;Terra;ha;19.30;"4316808";RS;Santa Cruz do Sul;Rural;Proprietário;true;-29.57237481731682;-52.49434411525726
9819;Terra;ha;1.94;"2500403";PB;Alagoa Nova;Rural;Proprietário;true;-7.095905917494019;-35.75036631709337
9821;Terra;ha;7.80;"3204351";ES;Rio Bananal;Rural;Proprietário;true;-19.193542754699852;-40.33434569835663
9822;Terra;ha;15.00;"2107902";MA;Passagem Franca;Rural;Comodatário;true;-6.155766028211138;-43.777505805465815
9824;Terra;ha;13.90;"2513307";PB;Santa Helena;Rural;Proprietário;true;-6.7025694444444;-38.569319444444
9825;Terra;ha;0.33;"4320701";RS;Sobradinho;Periurbano;Proprietário;true;-29.423224;-54.031304
9825;Terra;ha;16.10;"4320701";RS;Sobradinho;Rural;Proprietário;false;-29.420784;-53.012315
9826;Terra;ha;75.49;"2515203";PB;São Sebastião do Umbuzeiro;Rural;Assentado da reforma agrária;true;-8.242878554038507;-36.9993872804121
9827;Terra;ha;1.00;"2602001";PE;Bodocó;Rural;Comodatário;true;-7.809569167534686;-39.80950142219483
9829;Terra;ha;2.37;"2607703";PE;Itapetim;Rural;Proprietário;true;-7.404997;-37.236328
9830;Terra;ha;2.00;"2610905";PE;Pesqueira;Rural;Comodatário;true;-8.3642;-36.4248
9831;Terra;ha;5.60;"2500700";PB;São João do Rio do Peixe;Rural;Comodatário;true;-6.92527778;-38.39194444
9832;Terra;ha;36.98;"2605103";PE;Custódia;Rural;Proprietário;true;-7.982778;-37.627222
9833;Terra;ha;2.22;"2614709";PE;Tacaimbó;Rural;Proprietário;true;-8.396652778;-36.23600278
9834;Terra;ha;7.10;"4301958";RS;Barra Funda;Rural;Proprietário;true;-27.93205368031836;-52.9902657866478
9835;Terra;ha;4.13;"2807105";SE;Simão Dias;Rural;Arrendatário;true;-10.7902777777;-37.736111111111114
9837;Terra;ha;2.00;"2202703";PI;Cocal;Urbano;Arrendatário;true;-3.40694;-41.42583
9839;Terra;ha;45.88;"2512804";PB;Riacho dos Cavalos;Rural;Proprietário;true;-6.370833;-37.644444
9841;Terra;ha;0.25;"2603108";PE;Cachoeirinha;Rural;Posseiro;true;-8.52277512741055;-36.280574335463115
9842;Terra;ha;2.00;"2515203";PB;São Sebastião do Umbuzeiro;Rural;Comodatário;true;-8.136791640814899;-37.096924781799316
9843;Terra;ha;3.00;"2500700";PB;São João do Rio do Peixe;Rural;Comodatário;true;-6.710017;-38.408872
9844;Terra;ha;0.43;"2900306";BA;Acajutiba;Rural;Proprietário;true;-11.661367652845689;-38.01948130130768
9845;Lâmina dágua;ha;0.00;"2404853";RN;Itajá;Rural;Uso Coletivo;true;-5.670939666901684;-36.88153803348541
9846;Terra;ha;27.63;"3121209";MG;Delfinópolis;Rural;Proprietário;true;-20.498571;46.600537
9847;Terra;ha;2.40;"2512408";PB;Puxinanã;Rural;Comodatário;true;-7.1259135545573145;-35.954394936561584
9849;Terra;ha;3.50;"2614709";PE;Tacaimbó;Rural;Posseiro;true;-8.363694444;-36.31584167
9852;Terra;ha;1.00;"2510006";PB;Nazarezinho;Rural;Posseiro;true;-6.968569310899133;-38.332419991493225
9854;Terra;ha;10.43;"3102704";MG;Cachoeira de Pajeú;Rural;Proprietário;true;-16.03710514276136;-41.661172807216644
9855;Terra;ha;20.65;"5003488";MS;Dois Irmãos do Buriti;Rural;Assentado da reforma agrária;true;-20.723831906104845;-55.462457835674286
9856;Terra;ha;2.00;"2615805";PE;Tupanatinga;Rural;Proprietário;true;-8.787251796784922;-37.277732491493225
9857;Terra;ha;1.00;"2603108";PE;Cachoeirinha;Rural;Comodatário;true;-8.47907582100209;-36.28231693431915
9860;Terra;ha;2.00;"2614709";PE;Tacaimbó;Rural;Posseiro;true;-8.374238889;-36.31082222
9861;Terra;ha;9.23;"5006002";MS;Nova Alvorada do Sul;Rural;Assentado da reforma agrária;true;-21.699954572288902;-53.907825350761414
9862;Terra;ha;6.90;"4320206";RS;Seberi;Rural;Proprietário;true;-27.540475;-53.32114
9864;Terra;ha;27.00;"4305447";RS;Chuvisca;Rural;Posseiro;true;-30.835192;-51.994035
9866;Terra;ha;1.00;"2615805";PE;Tupanatinga;Rural;Comodatário;true;-8.804894610905384;-37.365623116493225
9869;Terra;ha;11.81;"5004502";MS;Itaporã;Rural;Proprietário;true;-22.109070443782485;-54.785433411598206
9869;Terra;ha;49.41;"5004502";MS;Itaporã;Rural;Proprietário;false;-22.114918308236017;-54.78558361530304
9870;Terra;ha;12.74;"5008305";MS;Três Lagoas;Rural;Assentado da reforma agrária;true;-20.76555868175602;-52.033154368400574
9871;Terra;ha;15.00;"5003306";MS;Coxim;Rural;Arrendatário;false;-18.514986;-54.682371
9871;Terra;ha;150.00;"5000252";MS;Alcinópolis;Rural;Arrendatário;true;-18.20363;-54.12529
9871;Terra;ha;60.00;"5000252";MS;Alcinópolis;Rural;Arrendatário;false;-18.1991638889;-54.1284027778
9872;Terra;ha;15.12;"4104451";PR;Cantagalo;Rural;Arrendatário;false;-25.182644;-52.079533
9872;Terra;ha;25.26;"4104451";PR;Cantagalo;Rural;Assentado da reforma agrária;true;-25.190194;-52.082486
9872;Terra;ha;16.94;"4108650";PR;Goioxim;Rural;Arrendatário;false;-25.167633;-52.060289
9874;Terra;ha;10.00;"5007976";MS;Taquarussu;Rural;Proprietário;true;-22.486567379730914;-53.395147919654846
9875;Terra;ha;2.00;"4303509";RS;Camaquã;Rural;Parceiro/meeiro;true;-30.60729782653721;-51.92543685436249
9876;Terra;ha;2.00;"2616001";PE;Venturosa;Rural;Arrendatário;true;-8.55309444444444;-36.829725
9878;Terra;ha;3.00;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.441927;-53.16221
9881;Terra;ha;14.52;"5004007";MS;Glória de Dourados;Rural;Proprietário;false;-22.39433482747428;-54.23029304947704
9881;Terra;ha;18.00;"5004007";MS;Glória de Dourados;Rural;Proprietário;true;-22.389176484150784;-54.30139124393463
9885;Terra;ha;7.06;"5005681";MS;Mundo Novo;Rural;Proprietário;true;-23.940538864342326;-54.31643307209015
9887;Terra;ha;4.00;"3202900";ES;Itarana;Rural;Comodatário;true;-19.978540650442586;-40.8584064245224
9889;Terra;ha;36.00;"2504207";PB;Catingueira;Rural;Assentado da reforma agrária;true;-7.169174712489581;-37.680460810661316
9890;Terra;ha;0.60;"2612307";PE;Saloá;Rural;Comodatário;true;-9.002876706143976;-36.711437702178955
9892;Terra;ha;0.70;"4320206";RS;Seberi;Rural;Proprietário;true;-27.473272;-53.341318
9893;Terra;ha;5.55;"2513307";PB;Santa Helena;Rural;Proprietário;true;0.6462791;38.305459
9897;Terra;ha;1.35;"2801009";SE;Campo do Brito;Rural;Proprietário;false;-10.811111111111;-37.47
9897;Terra;ha;2.10;"2801009";SE;Campo do Brito;Rural;Proprietário;false;-10.80555555555;-37.475555555556
9897;Terra;ha;2.85;"2801009";SE;Campo do Brito;Rural;Proprietário;true;-10.7905555555;-37.484166666667
9899;Terra;ha;5.00;"2614709";PE;Tacaimbó;Rural;Posseiro;true;-8.370230556;-36.29615
9900;Terra;ha;2.00;"2501104";PB;Areia;Rural;Posseiro;true;-6.957678216248665;-35.682987570762634
9901;Terra;ha;0.50;"2608800";PE;Lajedo;Rural;Proprietário;true;-7.999999999996956;-36.00000000008247
9903;Terra;ha;1.00;"2613107";PE;São Caitano;Rural;Comodatário;true;-8.36022222;-36.09438889
9905;Terra;ha;33.70;"2601201";PE;Arcoverde;Rural;Proprietário;true;-8.34895;-37.08173
9906;Terra;ha;15.00;"4320107";RS;Sarandi;Rural;Parceiro/meeiro;true;-27.843012;-53.039728
9909;Terra;ha;1.90;"2513307";PB;Santa Helena;Rural;Proprietário;true;-6.701482607753986;-38.615862429142
9913;Terra;ha;20.73;"5007976";MS;Taquarussu;Rural;Assentado da reforma agrária;true;-22.71566234690349;-53.414626121520996
9914;Terra;ha;7.50;"4303509";RS;Camaquã;Rural;Proprietário;true;-30.79025309487115;-51.90794885158539
9915;Terra;ha;2.02;"4312385";RS;Monte Belo do Sul;Rural;Arrendatário;true;-29.112025;-51.695325
9917;Terra;ha;2.00;"2101806";MA;Benedito Leite;Rural;Proprietário;true;-7.138931384604527;-44.50261652469635
9918;Terra;ha;19.73;"2512804";PB;Riacho dos Cavalos;Rural;Proprietário;false;-6.508611;-37.608888
9918;Terra;ha;3.17;"2512804";PB;Riacho dos Cavalos;Rural;Proprietário;true;-6.494444;-37.606388
9919;Terra;ha;9.44;"5007901";MS;Sidrolândia;Rural;Assentado da reforma agrária;true;-20.910175092972274;-54.74969565868378
9920;Terra;ha;0.60;"2409100";RN;Passa e Fica;Rural;Comodatário;true;-6.430741968501901;-35.63425987958908
9921;Terra;ha;21.92;"5006259";MS;Novo Horizonte do Sul;Rural;Proprietário;true;-22.631013;-53.898871
9923;Terra;ha;52.49;"1101104";RO;Itapuã do Oeste;Rural;Proprietário;true;-9.126853630484156;-63.38292181491852
9924;Terra;ha;1.33;"2605400";PE;Feira Nova;Rural;Comodatário;true;-7.9077222222222;-35.372927777778
9925;Terra;ha;6.13;"2614600";PE;Tabira;Rural;Posseiro;true;-7.547222;-37.489444
9926;Terra;ha;2.10;"4312658";RS;Não-Me-Toque;Rural;Arrendatário;true;-28.446274;-52.775839
9926;Terra;ha;5.78;"4312658";RS;Não-Me-Toque;Rural;Proprietário;false;-28.456815;-52.76859
9928;Terra;ha;21.00;"2615805";PE;Tupanatinga;Rural;Proprietário;true;-8.791323290028117;-37.2763592004776
9930;Terra;ha;4.00;"2409100";RN;Passa e Fica;Rural;Comodatário;true;-6.446344585130083;-35.63092589378357
9933;Terra;ha;1.77;"2614600";PE;Tabira;Rural;Proprietário;false;-7.489167;-37.512222
9933;Terra;ha;4.73;"2614600";PE;Tabira;Rural;Proprietário;true;-7.487222;-37.511667
9935;Terra;ha;39.40;"4320206";RS;Seberi;Rural;Proprietário;true;-27.440835;-53.352227
9936;Terra;ha;2.00;"4309902";RS;Ibiraiaras;Rural;Comodatário;true;-28.41857012492104;-51.62431061267853
9937;Terra;ha;3.30;"4312385";RS;Monte Belo do Sul;Rural;Parceiro/meeiro;true;-29.161216;-51.627894
9939;Terra;ha;43.61;"3153400";MG;Presidente Olegário;Rural;Proprietário;true;-18.10304129288978;-46.190133690834045
9940;Terra;ha;25.00;"4311304";RS;Lagoa Vermelha;Rural;Arrendatário;true;-28.24060996921972;-51.60622179508209
9941;Terra;ha;0.07;"2606507";PE;Iati;Rural;Uso Coletivo;true;-9.314228470412491;-36.94730739263107
9942;Terra;ha;4.00;"2608800";PE;Lajedo;Rural;Proprietário;true;8425006;36180496
9943;Terra;ha;4.00;"4302105";RS;Bento Gonçalves;Rural;Proprietário;true;-29.1612;-51.6278
9943;Terra;ha;6.08;"4302105";RS;Bento Gonçalves;Rural;Proprietário;false;-29.16122;-51.62789
9944;Terra;ha;6.80;"3104908";MG;Baependi;Rural;Proprietário;true;-21.99432;-44.82629
9945;Terra;ha;36.00;"4303509";RS;Camaquã;Rural;Proprietário;true;-30.703497512153;-51.866342425346375
9947;Terra;ha;26.51;"5006606";MS;Ponta Porã;Rural;Assentado da reforma agrária;true;-22.232033347422156;-55.4291957616806
9948;Terra;ha;11.00;"4104600";PR;Capitão Leônidas Marques;Rural;Arrendatário;false;-25.452689;-53.621644
9948;Terra;ha;7.85;"4104600";PR;Capitão Leônidas Marques;Rural;Arrendatário;false;-25.464072;-53.610683
9948;Terra;ha;3.16;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;false;-25.444689;-53.625986
9948;Terra;ha;2.54;"4104600";PR;Capitão Leônidas Marques;Rural;Proprietário;true;-25.444689;-53.625989
9948;Terra;ha;6.00;"4104600";PR;Capitão Leônidas Marques;Rural;Arrendatário;false;-25.481894;-53.637781
9948;Terra;ha;12.10;"4104600";PR;Capitão Leônidas Marques;Rural;Arrendatário;false;-25.415264;-53.637225
9948;Terra;ha;14.04;"4104600";PR;Capitão Leônidas Marques;Rural;Arrendatário;false;-53.637225;-53.610681
9950;Terra;ha;1.72;"2613602";PE;São José do Egito;Rural;Proprietário;true;-7.34445;-37.23493
9951;Terra;ha;17.30;"5006606";MS;Ponta Porã;Rural;Assentado da reforma agrária;true;-22.13650696335637;-55.474305152893066
9952;Terra;ha;9.68;"5005681";MS;Mundo Novo;Rural;Proprietário;true;-23.9661241632038;-54.24731791019442
9953;Terra;ha;9.50;"4304952";RS;Caseiros;Rural;Proprietário;true;-28.204583215116184;-51.72415316104889
9954;Terra;ha;5.00;"2605608";PE;Flores;Rural;Comodatário;true;-7.875508306000827;-37.972617745399475
9955;Terra;ha;9.68;"5008404";MS;Vicentina;Rural;Comodatário;true;-22.453314802511528;-54.505539536476135
9956;Terra;ha;1.00;"2606507";PE;Iati;Rural;Comodatário;true;-9.019486089986444;-36.843552589416504
9957;Terra;ha;1.00;"2601201";PE;Arcoverde;Rural;Comodatário;true;-8.449192;-37.081964
9958;Terra;ha;4.50;"4304952";RS;Caseiros;Rural;Arrendatário;true;-28.20535851858601;-51.72244727611542
9959;Terra;ha;2.01;"2605608";PE;Flores;Rural;Proprietário;true;40.76;-73.984
9960;Terra;ha;30.00;"2611903";PE;Rio Formoso;Rural;Posseiro;true;-8.68177222;-35.20978611
9961;Terra;ha;17.88;"2514651";PB;São José do Brejo do Cruz;Rural;Proprietário;true;-6.18694444;-37.38527778
9962;Terra;ha;30.88;"2107902";MA;Passagem Franca;Rural;Comodatário;true;-6.167647081220355;-43.67056517572882
9964;Terra;ha;2.00;"2615805";PE;Tupanatinga;Rural;Comodatário;true;-8.724816645251458;-37.31687128543854
9965;Terra;ha;12.50;"4303202";RS;Cacique Doble;Rural;Proprietário;true;-27.769912184163083;-51.71415388584137
9966;Terra;ha;3.50;"4302105";RS;Bento Gonçalves;Rural;Arrendatário;true;-29.160789592218375;-51.54600909922318
9967;Terra;ha;2.20;"2902807";BA;Barra da Estiva;Rural;Posseiro;true;-13.620197;-41.344679
9968;Terra;ha;3.68;"2613107";PE;São Caitano;Rural;Proprietário;true;-8.39433333;-36.15233333
9969;Terra;ha;3.60;"2512408";PB;Puxinanã;Rural;Proprietário;true;-7.15925;-35.933645
9970;Terra;ha;2.50;"2600807";PE;Altinho;Rural;Proprietário;true;-8.43234722;-36.10484722
9972;Terra;ha;0.85;"2608107";PE;João Alfredo;Rural;Posseiro;true;-7.85810783226011;-35.654239654541016
9973;Terra;ha;4.14;"2605103";PE;Custódia;Rural;Proprietário;true;-8.27000833;-37.823889
9974;Terra;ha;1.00;"2614709";PE;Tacaimbó;Rural;Posseiro;true;-8.381536111;-36.25737222
9976;Terra;ha;0.80;"2600807";PE;Altinho;Rural;Comodatário;true;-8.43136667;-36.10325556
9978;Terra;ha;0.60;"2608107";PE;João Alfredo;Rural;Comodatário;true;-7.85428291796956;-35.65241038799286
9980;Terra;ha;5.00;"3200136";ES;Águia Branca;Rural;Beneficiário/a do PNCF;true;-18.906570870429736;-40.80509545245561
9981;Terra;ha;7.80;"4316808";RS;Santa Cruz do Sul;Rural;Comodatário;true;-29.604610633746386;-52.39406168460846
9983;Terra;ha;14.40;"4218707";SC;Tubarão;Rural;Proprietário;true;-28.408405266620726;-49.11712646484375
9984;Terra;ha;12.34;"4316808";RS;Santa Cruz do Sul;Rural;Proprietário;true;-29.652232457732886;-52.399677729080786
9985;Terra;ha;2.00;"4320701";RS;Sobradinho;Rural;Arrendatário;true;-29.445191;-53.001567
9986;Terra;ha;14.08;"5004601";MS;Itaquiraí;Rural;Assentado da reforma agrária;true;-23.46961029660975;-54.060829281806946
9987;Terra;ha;3.00;"2511301";PB;Piancó;Rural;Proprietário;true;-7.258317475155703;-37.98128664493561
9988;Terra;ha;27.00;"2513307";PB;Santa Helena;Rural;Parceiro/meeiro;true;-6.77498611111;-38.5050833333
9989;Terra;ha;4.06;"2613602";PE;São José do Egito;Rural;Posseiro;true;-7.73899;-37.261745
9990;Terra;ha;9.60;"4311981";RS;Mariana Pimentel;Rural;Proprietário;true;-30.376988;-51.517873
9992;Terra;ha;22.47;"4300851";RS;Arambaré;Rural;Assentado da reforma agrária;true;-30.789857191604614;-51.66741907596588
9993;Terra;ha;19.00;"4309571";RS;Herveiras;Rural;Arrendatário;true;-30.010000;-51.220000
9994;Terra;ha;9.60;"3204104";ES;Pinheiros;Rural;Comodatário;true;-18.4682;-40.13487
9995;Terra;ha;0.30;"2608800";PE;Lajedo;Rural;Proprietário;true;-8.7462361111111;-36.303902777778
9997;Terra;ha;18.18;"2602001";PE;Bodocó;Rural;Posseiro;true;-7.46638889;-40.06083333
9998;Terra;ha;4.00;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.48895;-53.132036
9999;Terra;ha;1.55;"2603108";PE;Cachoeirinha;Rural;Posseiro;true;-8.40527778;-36.34361111
10000;Terra;ha;57.00;"2107902";MA;Passagem Franca;Rural;Comodatário;true;-6.152282672840633;-43.77249513418504
10001;Terra;ha;2.00;"2615805";PE;Tupanatinga;Rural;Arrendatário;true;-8.776394262871944;-37.31206476688385
10003;Terra;ha;1.00;"2603108";PE;Cachoeirinha;Rural;Comodatário;true;-8.4009235465915;-36.327464294279174
10005;Terra;ha;2.00;"2515203";PB;São Sebastião do Umbuzeiro;Rural;Comodatário;true;-8.134772619022304;-37.0045280456543
10006;Terra;ha;4.52;"4123824";PR;Santa Lúcia;Rural;Proprietário;true;-25.375858;-53.559703
10007;Terra;ha;3.00;"4303509";RS;Camaquã;Rural;Parceiro/meeiro;true;-30.81768733131449;-51.91691815853119
10009;Terra;ha;0.42;"2608453";PE;Lagoa do Carro;Rural;Proprietário;true;-7.839344286505788;-35.308433175086975
10010;Terra;ha;1.00;"2508307";PB;Lagoa Seca;Rural;Proprietário;true;-7.139141;-35.90784
10011;Terra;ha;7.24;"4104451";PR;Cantagalo;Rural;Proprietário;false;-25.360091777465467;-52.019861340522766
10011;Terra;ha;53.98;"4104451";PR;Cantagalo;Rural;Proprietário;true;-25.344113031384392;-52.06837713718414
10012;Terra;ha;1.00;"2606507";PE;Iati;Rural;Uso Coletivo;true;-9.313654873591531;-36.94677945232352
10013;Terra;ha;9.30;"4318606";RS;São José do Ouro;Rural;Proprietário;true;-27.80780085603019;-51.54038965702057
10014;Terra;ha;1.53;"2305654";CE;Ipaporanga;Rural;Arrendatário;true;-4.876025087613782;-40.84055892846679
10015;Terra;ha;2.00;"2501104";PB;Areia;Rural;Posseiro;true;-6.958110290088349;-35.682451128959656
10018;Terra;ha;15.00;"2500700";PB;São João do Rio do Peixe;Rural;Comodatário;true;-6.57361111;-38.37055556
10019;Terra;ha;4.13;"2607950";PE;Jaqueira;Rural;Posseiro;true;-8.707792;-35.778312
10020;Terra;ha;5.75;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.416498;-53.142813
10021;Terra;ha;94.66;"2101806";MA;Benedito Leite;Rural;Proprietário;true;-7.1326135217660935;-44.503989815711975
10022;Terra;ha;6.60;"2500700";PB;São João do Rio do Peixe;Rural;Proprietário;true;-6.91361111;-38.41222222
10023;Terra;ha;150.00;"5007950";MS;Tacuru;Rural;Arrendatário;true;-23.3426;545011
10026;Terra;ha;22.64;"5005103";MS;Jateí;Rural;Proprietário;true;-22.619376;-53.974352
10028;Terra;ha;1.00;"2602001";PE;Bodocó;Rural;Comodatário;true;-7.438318343253602;-39.9279510179126
10030;Terra;ha;3.00;"2600609";PE;Alagoinha;Rural;Arrendatário;true;-8.462628494296725;-36.71937704086304
10032;Terra;ha;25.00;"2513307";PB;Santa Helena;Rural;Posseiro;true;-6.702609429033292;-38.62705260515213
10033;Terra;ha;41.10;"2600807";PE;Altinho;Rural;Posseiro;true;-8.510714;-36.109097
10034;Terra;ha;9.90;"2500700";PB;São João do Rio do Peixe;Rural;Parceiro/meeiro;true;-6.64805556;-38.38472222
10035;Terra;ha;28.09;"5004304";MS;Iguatemi;Rural;Assentado da reforma agrária;true;-23.153123343626635;-54.55735981464386
10036;Terra;ha;2.00;"2500700";PB;São João do Rio do Peixe;Rural;Parceiro/meeiro;true;6.91361712;38.41222223
10037;Terra;ha;7.12;"4315800";RS;Roca Sales;Rural;Proprietário;false;-27.437833;-53.193347
10037;Terra;ha;5.62;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.438144;-53.191632
10038;Terra;ha;10.00;"2611002";PE;Petrolândia;Rural;Posseiro;true;-9.0941166670255;-38.287525
10039;Terra;ha;6.58;"2600104";PE;Afogados da Ingazeira;Rural;Posseiro;true;-7.72297624855563;-37.546885442868636
10040;Terra;ha;40.00;"2606507";PE;Iati;Rural;Comodatário;true;-8.972999621579824;-36.85396492481232
10041;Terra;ha;1.20;"4315909";RS;Rodeio Bonito;Rural;Proprietário;true;-27.434137;-53.164014
10042;Terra;ha;3.02;"4104451";PR;Cantagalo;Rural;Proprietário;true;-25.38391958890457;-52.054579854011536
10043;Terra;ha;14.40;"5004601";MS;Itaquiraí;Rural;Assentado da reforma agrária;true;-23.4867562978313;-54.1403728723526
10044;Terra;ha;10.06;"2600104";PE;Afogados da Ingazeira;Rural;Posseiro;true;-7.725159454655071;-37.54803436112976
10045;Terra;ha;2.00;"2612307";PE;Saloá;Rural;Comodatário;true;-8.912914620982654;-36.835291385650635
10046;Terra;ha;23.32;"5007950";MS;Tacuru;Rural;Beneficiário/a do PNCF;true;-23.63606204408262;-55.028355717659
10047;Terra;ha;5.00;"3201159";ES;Brejetuba;Rural;Comodatário;true;-19.981222608560504;-41.285072
10048;Terra;ha;2.00;"2606507";PE;Iati;Rural;Comodatário;true;-8.991803693352988;-36.86608980049883
10050;Terra;ha;3.80;"3200102";ES;Afonso Cláudio;Rural;Proprietário;true;-20.06459031877652;-41.01140703742905
10051;Terra;ha;11.50;"4316808";RS;Santa Cruz do Sul;Rural;Proprietário;true;-29.602802582876137;-52.44056046009064
10052;Terra;ha;13.40;"4304952";RS;Caseiros;Rural;Proprietário;true;-28.224553603884083;-51.72997687815924
10053;Terra;ha;2.00;"2615201";PE;Terra Nova;Rural;Comodatário;true;-8.203305;-39.396435
10055;Terra;ha;7.00;"2606507";PE;Iati;Rural;Proprietário;true;-9.127525620377053;-36.89308762550354
