Cod_IBGE,Região,UF,Município,Cadinsan_absoluto_com_PBF,Cadinsan_absoluto_sem_PBF,Cadastros_Cadunico,Cadinsan_proporcional_com_PBF,Cadinsan_proporcional_sem_PBF
4314704,Sul,Rio Grande do Sul,Planalto,40,129,688,"5,8%","18,8%"
5102694,Centro-Oeste,Mato Grosso,Canabrava do Norte,40,65,588,"6,8%","11,1%"
5104526,Centro-Oeste,Mato Grosso,Ipiranga do Norte,40,122,912,"4,4%","13,4%"
5106315,Centro-Oeste,Mato Grosso,Novo Santo Antônio,40,117,370,"10,8%","31,6%"
5108055,Centro-Oeste,Mato Grosso,Terra Nova do Norte,40,85,906,"4,4%","9,4%"
5209804,Centro-Oeste,Goiás,Hidrolina,40,96,461,"8,7%","20,8%"
5212907,Centro-Oeste,Goiás,Marzagão,40,48,403,"9,9%","11,9%"
2111052,Nordeste,Maranhão,São João do Paraíso,39,407,1618,"2,4%","25,2%"
2206696,Nordeste,Piauí,Murici dos Portelas,39,284,971,"4,0%","29,2%"
2207405,Nordeste,Piauí,Palmeira do Piauí,39,75,654,"6,0%","11,5%"
2501351,Nordeste,Paraíba,Assunção,39,197,764,"5,1%","25,8%"
2510303,Nordeste,Paraíba,Nova Palmeira,39,123,601,"6,5%","20,5%"
3108503,Sudeste,Minas Gerais,Botumirim,39,163,829,"4,7%","19,7%"
3130556,Sudeste,Minas Gerais,Imbé de Minas,39,239,926,"4,2%","25,8%"
3133907,Sudeste,Minas Gerais,Itaverava,39,110,641,"6,1%","17,2%"
3138625,Sudeste,Minas Gerais,Limeira do Oeste,39,53,796,"4,9%","6,7%"
3142254,Sudeste,Minas Gerais,Miravânia,39,110,598,"6,5%","18,4%"
3143153,Sudeste,Minas Gerais,Monte Formoso,39,128,600,"6,5%","21,3%"
3149507,Sudeste,Minas Gerais,Pequeri,39,44,381,"10,2%","11,5%"
3157609,Sudeste,Minas Gerais,Santa Fé de Minas,39,86,507,"7,7%","17,0%"
3161650,Sudeste,Minas Gerais,São Geraldo do Baixio,39,73,475,"8,2%","15,4%"
3165560,Sudeste,Minas Gerais,Sem-Peixe,39,103,355,"11,0%","29,0%"
3171402,Sudeste,Minas Gerais,Vieiras,39,104,608,"6,4%","17,1%"
3522901,Sudeste,São Paulo,Itapuí,39,84,630,"6,2%","13,3%"
3532207,Sudeste,São Paulo,Narandiba,39,62,473,"8,2%","13,1%"
3539004,Sudeste,São Paulo,Pirangi,39,51,395,"9,9%","12,9%"
3540259,Sudeste,São Paulo,Pontalinda,39,51,462,"8,4%","11,0%"
3547106,Sudeste,São Paulo,Santa Mercedes,39,43,478,"8,2%","9,0%"
3548609,Sudeste,São Paulo,São Bento do Sapucaí,39,139,885,"4,4%","15,7%"
3553104,Sudeste,São Paulo,Taiaçu,39,65,407,"9,6%","16,0%"
3555604,Sudeste,São Paulo,Uchoa,39,66,890,"4,4%","7,4%"
4209003,Sul,Santa Catarina,Joaçaba,39,53,977,"4,0%","5,4%"
4218301,Sul,Santa Catarina,Três Barras,39,75,1419,"2,7%","5,3%"
4311254,Sul,Rio Grande do Sul,Lagoão,39,111,647,"6,0%","17,2%"
4313060,Sul,Rio Grande do Sul,Nova Hartz,39,82,1304,"3,0%","6,3%"
5107941,Centro-Oeste,Mato Grosso,Tabaporã,39,78,699,"5,6%","11,2%"
5216908,Centro-Oeste,Goiás,Pilar de Goiás,39,64,292,"13,4%","21,9%"
5219456,Centro-Oeste,Goiás,Santa Rita do Novo Destino,39,70,424,"9,2%","16,5%"
1100031,Norte,Rondônia,Cabixi,38,122,557,"6,8%","21,9%"
1720978,Norte,Tocantins,Talismã,38,97,330,"11,5%","29,4%"
2207793,Nordeste,Piauí,Pau D’Arco do Piauí,38,189,613,"6,2%","30,8%"
2509339,Nordeste,Paraíba,Matinhas,38,67,603,"6,3%","11,1%"
2513505,Nordeste,Paraíba,Santana de Mangueira,38,196,798,"4,8%","24,6%"
3100104,Sudeste,Minas Gerais,Abadia dos Dourados,38,125,544,"7,0%","23,0%"
3104304,Sudeste,Minas Gerais,Areado,38,116,1168,"3,3%","9,9%"
3112802,Sudeste,Minas Gerais,Capitólio,38,87,904,"4,2%","9,6%"
3116407,Sudeste,Minas Gerais,Claraval,38,63,455,"8,4%","13,8%"
3129657,Sudeste,Minas Gerais,Ibiracatu,38,219,867,"4,4%","25,3%"
3135902,Sudeste,Minas Gerais,Jesuânia,38,108,851,"4,5%","12,7%"
3157500,Sudeste,Minas Gerais,Santa Efigênia de Minas,38,108,649,"5,9%","16,6%"
3164001,Sudeste,Minas Gerais,São Pedro dos Ferros,38,54,545,"7,0%","9,9%"
3171907,Sudeste,Minas Gerais,Virgolândia,38,199,800,"4,8%","24,9%"
3517802,Sudeste,São Paulo,Guaraçaí,38,82,777,"4,9%","10,6%"
3533205,Sudeste,São Paulo,Nova Indepen- dência,38,54,433,"8,8%","12,5%"
3542107,Sudeste,São Paulo,Rafard,38,62,570,"6,7%","10,9%"
3542909,Sudeste,São Paulo,Ribeirão Bonito,38,47,609,"6,2%","7,7%"
3547908,Sudeste,São Paulo,Santo Antônio da Alegria,38,66,546,"7,0%","12,1%"
3554409,Sudeste,São Paulo,Terra Roxa,38,46,372,"10,2%","12,4%"
4110904,Sul,Paraná,Itaguajé,38,49,441,"8,6%","11,1%"
4117255,Sul,Paraná,Nova Prata do Iguaçu,38,83,805,"4,7%","10,3%"
4211108,Sul,Santa Catarina,Monte Castelo,38,64,936,"4,1%","6,8%"
4305801,Sul,Rio Grande do Sul,Constantina,38,66,356,"10,7%","18,5%"
4306205,Sul,Rio Grande do Sul,Cruzeiro do Sul,38,81,1429,"2,7%","5,7%"
4306809,Sul,Rio Grande do Sul,Encantado,38,62,921,"4,1%","6,7%"
5006259,Centro-Oeste,Mato Grosso do Sul,Novo Horizonte do Sul,38,63,372,"10,2%","16,9%"
5106455,Centro-Oeste,Mato Grosso,Planalto da Serra,38,112,707,"5,4%","15,8%"
5107883,Centro-Oeste,Mato Grosso,Serra Nova Dourada,38,59,413,"9,2%","14,3%"
5108857,Centro-Oeste,Mato Grosso,Nova Marilândia,38,57,434,"8,8%","13,1%"
5213855,Centro-Oeste,Goiás,Morro Agudo de Goiás,38,57,434,"8,8%","13,1%"
1100601,Norte,Rondônia,Cacaulândia,37,151,655,"5,6%","23,1%"
1711803,Norte,Tocantins,Juarina,37,161,438,"8,4%","36,8%"
1712157,Norte,Tocantins,Lavandeira,37,102,258,"14,3%","39,5%"
2707008,Nordeste,Alagoas,Pindoba,37,122,411,"9,0%","29,7%"
2709004,Nordeste,Alagoas,Tanque d’Arca,37,247,882,"4,2%","28,0%"
2804904,Nordeste,Sergipe,Pacatuba,37,518,2252,"1,6%","23,0%"
3117900,Sudeste,Minas Gerais,Congonhal,37,131,939,"3,9%","14,0%"
3122504,Sudeste,Minas Gerais,Dom Cavati,37,65,423,"8,7%","15,4%"
3127602,Sudeste,Minas Gerais,Gouveia,37,168,912,"4,1%","18,4%"
3133600,Sudeste,Minas Gerais,Itapeva,37,78,916,"4,0%","8,5%"
3134103,Sudeste,Minas Gerais,Itueta,37,180,654,"5,7%","27,5%"
3138500,Sudeste,Minas Gerais,Liberdade,37,71,627,"5,9%","11,3%"
3148400,Sudeste,Minas Gerais,Paulistas,37,125,649,"5,7%","19,3%"
3150307,Sudeste,Minas Gerais,Piedade do Rio Grande,37,67,419,"8,8%","16,0%"
3155504,Sudeste,Minas Gerais,Rio Paranaíba,37,89,990,"3,7%","9,0%"
3162559,Sudeste,Minas Gerais,São João do Manhuaçu,37,262,1435,"2,6%","18,3%"
3509304,Sudeste,São Paulo,Cajobi,37,74,839,"4,4%","8,8%"
3511607,Sudeste,São Paulo,Cesário Lange,37,69,932,"4,0%","7,4%"
3521200,Sudeste,São Paulo,Iporanga,37,97,566,"6,5%","17,1%"
3533304,Sudeste,São Paulo,Nova Luzitânia,37,53,454,"8,1%","11,7%"
3535200,Sudeste,São Paulo,Palmeira d’Oeste,37,73,707,"5,2%","10,3%"
3539707,Sudeste,São Paulo,Platina,37,61,368,"10,1%","16,6%"
3554904,Sudeste,São Paulo,Três Fronteiras,37,49,623,"5,9%","7,9%"
4108205,Sul,Paraná,Formosa do Oeste,37,61,629,"5,9%","9,7%"
4123600,Sul,Paraná,Santa Inês,37,42,198,"18,7%","21,2%"
4203709,Sul,Santa Catarina,Canelinha,37,54,1125,"3,3%","4,8%"
4313805,Sul,Rio Grande do Sul,Palmitinho,37,106,617,"6,0%","17,2%"
1700251,Norte,Tocantins,Abreulândia,36,160,529,"6,8%","30,2%"
1719004,Norte,Tocantins,Santa Tereza do Tocantins,36,94,304,"11,8%","30,9%"
1720150,Norte,Tocantins,São Félix do Tocantins,36,90,236,"15,3%","38,1%"
2105963,Nordeste,Maranhão,Lagoa Grande do Maranhão,36,362,2284,"1,6%","15,8%"
2407906,Nordeste,Rio Grande do Norte,Monte das Gameleiras,36,118,553,"6,5%","21,3%"
2409506,Nordeste,Rio Grande do Norte,Pedra Grande,36,23,653,"5,5%","3,5%"
2501153,Nordeste,Paraíba,Areia de Ba- raúnas,36,52,351,"10,3%","14,8%"
2515609,Nordeste,Paraíba,Serra da Raiz,36,71,336,"10,7%","21,1%"
2515708,Nordeste,Paraíba,Serra Grande,36,125,729,"4,9%","17,1%"
2702702,Nordeste,Alagoas,Feliz Deserto,36,101,609,"5,9%","16,6%"
3103900,Sudeste,Minas Gerais,Araújos,36,54,594,"6,1%","9,1%"
3107208,Sudeste,Minas Gerais,Bocaina de Minas,36,103,879,"4,1%","11,7%"
3107703,Sudeste,Minas Gerais,Bom Jesus do Amparo,36,67,775,"4,6%","8,6%"
3125408,Sudeste,Minas Gerais,Felício dos Santos,36,208,916,"3,9%","22,7%"
3130200,Sudeste,Minas Gerais,Igaratinga,36,66,807,"4,5%","8,2%"
3135456,Sudeste,Minas Gerais,Jenipapo de Minas,36,138,757,"4,8%","18,2%"
3136108,Sudeste,Minas Gerais,Joanésia,36,117,617,"5,8%","19,0%"
3146552,Sudeste,Minas Gerais,Pai Pedro,36,206,1075,"3,3%","19,2%"
3147204,Sudeste,Minas Gerais,Paraguaçu,36,106,1140,"3,2%","9,3%"
3168903,Sudeste,Minas Gerais,Tiros,36,83,749,"4,8%","11,1%"
3171808,Sudeste,Minas Gerais,Virginópolis,36,108,1027,"3,5%","10,5%"
3202900,Sudeste,Espírito Santo,Itarana,36,67,711,"5,1%","9,4%"
3503158,Sudeste,São Paulo,Arapeí,36,46,401,"9,0%","11,5%"
3506409,Sudeste,São Paulo,Bilac,36,52,577,"6,2%","9,0%"
3508207,Sudeste,São Paulo,Buritizal,36,54,569,"6,3%","9,5%"
3520707,Sudeste,São Paulo,Indiaporã,36,75,494,"7,3%","15,2%"
3552908,Sudeste,São Paulo,Taciba,36,103,655,"5,5%","15,7%"
4108452,Sul,Paraná,Foz do Jordão,36,81,648,"5,6%","12,5%"
4206009,Sul,Santa Catarina,Governador Celso Ramos,36,65,1049,"3,4%","6,2%"
4209706,Sul,Santa Catarina,Lebon Régis,36,60,1382,"2,6%","4,3%"
4220000,Sul,Santa Catarina,Balneário Rincão,36,72,1218,"3,0%","5,9%"
4321857,Sul,Rio Grande do Sul,Três Palmeiras,36,87,538,"6,7%","16,2%"
5103379,Centro-Oeste,Mato Grosso,Cotriguaçu,36,144,1034,"3,5%","13,9%"
5212105,Centro-Oeste,Goiás,Joviânia,36,63,521,"6,9%","12,1%"
5212253,Centro-Oeste,Goiás,Lagoa Santa,36,69,375,"9,6%","18,4%"
5214051,Centro-Oeste,Goiás,Mundo Novo,36,79,730,"4,9%","10,8%"
5219258,Centro-Oeste,Goiás,Santa Fé de Goiás,36,65,487,"7,4%","13,3%"
5221908,Centro-Oeste,Goiás,Varjão,36,62,486,"7,4%","12,8%"
1100908,Norte,Rondônia,Castanheiras,35,105,366,"9,6%","28,7%"
1101476,Norte,Rondônia,Primavera de Rondônia,35,103,574,"6,1%","17,9%"
2512788,Nordeste,Paraíba,Riacho de Santo Antônio,35,59,509,"6,9%","11,6%"
2517209,Nordeste,Paraíba,Vieirópolis,35,188,867,"4,0%","21,7%"
3122900,Sudeste,Minas Gerais,Dona Euzébia,35,63,608,"5,8%","10,4%"
3126950,Sudeste,Minas Gerais,Frei Lagonegro,35,173,610,"5,7%","28,4%"
3134905,Sudeste,Minas Gerais,Jacutinga,35,107,1722,"2,0%","6,2%"
3141702,Sudeste,Minas Gerais,Mesquita,35,91,516,"6,8%","17,6%"
3151008,Sudeste,Minas Gerais,Piranguinho,35,79,785,"4,5%","10,1%"
3154507,Sudeste,Minas Gerais,Riacho dos Machados,35,198,1292,"2,7%","15,3%"
3163409,Sudeste,Minas Gerais,São José do Goiabal,35,152,724,"4,8%","21,0%"
3503604,Sudeste,São Paulo,Areiópolis,35,83,703,"5,0%","11,8%"
3520608,Sudeste,São Paulo,Indiana,35,72,471,"7,4%","15,3%"
3532603,Sudeste,São Paulo,Nhandeara,35,53,623,"5,6%","8,5%"
3538105,Sudeste,São Paulo,Pindorama,35,75,683,"5,1%","11,0%"
3550209,Sudeste,São Paulo,São Miguel Arcanjo,35,201,1915,"1,8%","10,5%"
3552551,Sudeste,São Paulo,Suzanápolis,35,52,591,"5,9%","8,8%"
4106704,Sul,Paraná,Cruzeiro do Sul,35,60,552,"6,3%","10,9%"
4116059,Sul,Paraná,Missal,35,62,773,"4,5%","8,0%"
4126405,Sul,Paraná,Sertaneja,35,52,592,"5,9%","8,8%"
4206652,Sul,Santa Catarina,Guatambú,35,45,374,"9,4%","12,0%"
4305132,Sul,Rio Grande do Sul,Cerro Branco,35,64,455,"7,7%","14,1%"
4305207,Sul,Rio Grande do Sul,Cerro Largo,35,64,424,"8,3%","15,1%"
5005103,Centro-Oeste,Mato Grosso do Sul,Jateí,35,99,504,"6,9%","19,6%"
5106851,Centro-Oeste,Mato Grosso,Porto Estrela,35,71,472,"7,4%","15,0%"
5201603,Centro-Oeste,Goiás,Araçu,35,89,579,"6,0%","15,4%"
5214101,Centro-Oeste,Goiás,Mutunópolis,35,96,501,"7,0%","19,2%"
5214903,Centro-Oeste,Goiás,Nova Roma,35,102,514,"6,8%","19,8%"
5215405,Centro-Oeste,Goiás,Ouro Verde de Goiás,35,70,450,"7,8%","15,6%"
2201556,Nordeste,Piauí,Bela Vista do Piauí,34,190,818,"4,2%","23,2%"
2403905,Nordeste,Rio Grande do Norte,Francisco Dantas,34,172,736,"4,6%","23,4%"
3121506,Sudeste,Minas Gerais,Desterro do Melo,34,100,377,"9,0%","26,5%"
3127370,Sudeste,Minas Gerais,Goiabeira,34,80,389,"8,7%","20,6%"
3134509,Sudeste,Minas Gerais,Itutinga,34,61,420,"8,1%","14,5%"
3503505,Sudeste,São Paulo,Areias,34,66,418,"8,1%","15,8%"
3508306,Sudeste,São Paulo,Cabrália Paulista,34,86,529,"6,4%","16,3%"
3518909,Sudeste,São Paulo,Guzolândia,34,56,485,"7,0%","11,5%"
3537701,Sudeste,São Paulo,Piacatu,34,59,502,"6,8%","11,8%"
3543709,Sudeste,São Paulo,Rincão,34,53,595,"5,7%","8,9%"
3556354,Sudeste,São Paulo,Vargem,34,52,604,"5,6%","8,6%"
4109757,Sul,Paraná,Ibema,34,80,1094,"3,1%","7,3%"
4122651,Sul,Paraná,Rosário do Ivaí,34,95,741,"4,6%","12,8%"
4127957,Sul,Paraná,Tupãssi,34,52,473,"7,2%","11,0%"
4309050,Sul,Rio Grande do Sul,Glorinha,34,57,635,"5,4%","9,0%"
4319208,Sul,Rio Grande do Sul,São Nicolau,34,97,864,"3,9%","11,2%"
5101001,Centro-Oeste,Mato Grosso,Araguaiana,34,47,297,"11,4%","15,8%"
5213772,Centro-Oeste,Goiás,Montividiu do Norte,34,154,714,"4,8%","21,6%"
5218052,Centro-Oeste,Goiás,Porteirão,34,53,665,"5,1%","8,0%"
1711506,Norte,Tocantins,Jaú do Tocantins,33,125,360,"9,2%","34,7%"
2205250,Nordeste,Piauí,Jardim do Mulato,33,252,995,"3,3%","25,3%"
2209450,Nordeste,Piauí,Santo Antônio dos Milagres,33,19,451,"7,3%","4,2%"
2209609,Nordeste,Piauí,São Félix do Piauí,33,87,439,"7,5%","19,8%"
2410603,Nordeste,Rio Grande do Norte,Rafael Godeiro,33,150,572,"5,8%","26,2%"
3123304,Sudeste,Minas Gerais,Dores do Turvo,33,85,503,"6,6%","16,9%"
3132602,Sudeste,Minas Gerais,Itamarati de Minas,33,49,377,"8,8%","13,0%"
3132800,Sudeste,Minas Gerais,Itambé do Mato Dentro,33,52,381,"8,7%","13,6%"
3137908,Sudeste,Minas Gerais,Lamim,33,78,373,"8,8%","20,9%"
3140308,Sudeste,Minas Gerais,Marliéria,33,80,499,"6,6%","16,0%"
3156205,Sudeste,Minas Gerais,Rochedo de Minas,33,50,329,"10,0%","15,2%"
3157401,Sudeste,Minas Gerais,Santa Cruz do Escalvado,33,73,487,"6,8%","15,0%"
3160900,Sudeste,Minas Gerais,São Brás do Suaçuí,33,42,255,"12,9%","16,5%"
3160959,Sudeste,Minas Gerais,São Domingos das Dores,33,76,546,"6,0%","13,9%"
3163102,Sudeste,Minas Gerais,São José da Varginha,33,47,461,"7,2%","10,2%"
3513900,Sudeste,São Paulo,Divinolândia,33,74,795,"4,2%","9,3%"
3524907,Sudeste,São Paulo,Jambeiro,33,62,555,"5,9%","11,2%"
3530409,Sudeste,São Paulo,Mirassolândia,33,81,602,"5,5%","13,5%"
3531704,Sudeste,São Paulo,Monteiro Lobato,33,57,518,"6,4%","11,0%"
4101655,Sul,Paraná,Arapuã,33,53,413,"8,0%","12,8%"
4106456,Sul,Paraná,Coronel Domin- gos Soares,33,38,821,"4,0%","4,6%"
4107108,Sul,Paraná,Diamante do Norte,33,60,437,"7,6%","13,7%"
4107736,Sul,Paraná,Fernandes Pinheiro,33,148,801,"4,1%","18,5%"
4112306,Sul,Paraná,Japira,33,67,496,"6,7%","13,5%"
4118857,Sul,Paraná,Perobal,33,50,643,"5,1%","7,8%"
4119103,Sul,Paraná,Piên,33,58,632,"5,2%","9,2%"
4123006,Sul,Paraná,Salto do Lontra,33,94,988,"3,3%","9,5%"
4207502,Sul,Santa Catarina,Indaial,33,65,1233,"2,7%","5,3%"
4208104,Sul,Santa Catarina,Itaiópolis,33,126,1061,"3,1%","11,9%"
4216107,Sul,Santa Catarina,São Domingos,33,70,537,"6,1%","13,0%"
4301750,Sul,Rio Grande do Sul,Barão do Triunfo,33,97,408,"8,1%","23,8%"
4302402,Sul,Rio Grande do Sul,Bom Retiro do Sul,33,61,710,"4,6%","8,6%"
4311130,Sul,Rio Grande do Sul,Jari,33,114,502,"6,6%","22,7%"
4313300,Sul,Rio Grande do Sul,Nova Prata,33,55,926,"3,6%","5,9%"
4319000,Sul,Rio Grande do Sul,São Marcos,33,64,524,"6,3%","12,2%"
5106703,Centro-Oeste,Mato Grosso,Ponte Branca,33,67,285,"11,6%","23,5%"
5201504,Centro-Oeste,Goiás,Aporé,33,56,580,"5,7%","9,7%"
5210158,Centro-Oeste,Goiás,Ipiranga de Goiás,33,79,448,"7,4%","17,6%"
1721307,Norte,Tocantins,Tupiratins,32,58,290,"11,0%","20,0%"
2106359,Nordeste,Maranhão,Marajá do Sena,32,206,947,"3,4%","21,8%"
2404101,Nordeste,Rio Grande do Norte,Galinhos,32,79,370,"8,6%","21,4%"
2411809,Nordeste,Rio Grande do Norte,São Fernando,32,160,672,"4,8%","23,8%"
2503100,Nordeste,Paraíba,Cabaceiras,32,264,1185,"2,7%","22,3%"
3105707,Sudeste,Minas Gerais,Barra Longa,32,126,657,"4,9%","19,2%"
3115904,Sudeste,Minas Gerais,Chácara,32,62,461,"6,9%","13,4%"
3121209,Sudeste,Minas Gerais,Delfinópolis,32,64,640,"5,0%","10,0%"
3132008,Sudeste,Minas Gerais,Itacambira,32,80,704,"4,5%","11,4%"
3142403,Sudeste,Minas Gerais,Moema,32,86,539,"5,9%","16,0%"
3143500,Sudeste,Minas Gerais,Morada Nova de Minas,32,56,652,"4,9%","8,6%"
3144904,Sudeste,Minas Gerais,Nova Módica,32,106,524,"6,1%","20,2%"
3153103,Sudeste,Minas Gerais,Presidente Bernardes,32,102,704,"4,5%","14,5%"
3156106,Sudeste,Minas Gerais,Ritápolis,32,67,592,"5,4%","11,3%"
3159209,Sudeste,Minas Gerais,Santa Rita de Caldas,32,109,914,"3,5%","11,9%"
3159407,Sudeste,Minas Gerais,Santa Rita de Ibitipoca,32,61,377,"8,5%","16,2%"
3203163,Sudeste,Espírito Santo,Laranja da Terra,32,123,701,"4,6%","17,5%"
3501103,Sudeste,São Paulo,Alto Alegre,32,49,449,"7,1%","10,9%"
3502309,Sudeste,São Paulo,Anhembi,32,83,728,"4,4%","11,4%"
3512001,Sudeste,São Paulo,Colina,32,43,607,"5,3%","7,1%"
3519402,Sudeste,São Paulo,Ibirá,32,92,665,"4,8%","13,8%"
3525409,Sudeste,São Paulo,Jeriquara,32,42,358,"8,9%","11,7%"
3535804,Sudeste,São Paulo,Paranapanema,32,277,1809,"1,8%","15,3%"
3556909,Sudeste,São Paulo,Vista Alegre do Alto,32,42,556,"5,8%","7,6%"
4100459,Sul,Paraná,Altamira do Paraná,32,100,513,"6,2%","19,5%"
4110508,Sul,Paraná,Ipiranga,32,96,1121,"2,9%","8,6%"
4110953,Sul,Paraná,Itaipulândia,32,104,1561,"2,0%","6,7%"
4111308,Sul,Paraná,Itaúna do Sul,32,65,497,"6,4%","13,1%"
4203956,Sul,Santa Catarina,Capivari de Baixo,32,45,777,"4,1%","5,8%"
4210308,Sul,Santa Catarina,Major Vieira,32,80,591,"5,4%","13,5%"
4300646,Sul,Rio Grande do Sul,Ametista do Sul,32,67,602,"5,3%","11,1%"
4302501,Sul,Rio Grande do Sul,Bossoroca,32,91,428,"7,5%","21,3%"
4305702,Sul,Rio Grande do Sul,Condor,32,88,508,"6,3%","17,3%"
4305900,Sul,Rio Grande do Sul,Coronel Bicaco,32,62,550,"5,8%","11,3%"
4310553,Sul,Rio Grande do Sul,Itacurubi,32,81,363,"8,8%","22,3%"
4311775,Sul,Rio Grande do Sul,Maquiné,32,90,543,"5,9%","16,6%"
4320677,Sul,Rio Grande do Sul,Sinimbu,32,141,723,"4,4%","19,5%"
5220280,Centro-Oeste,Goiás,São Patrício,32,54,312,"10,3%","17,3%"
1100262,Norte,Rondônia,Rio Crespo,31,117,446,"7,0%","26,2%"
1101450,Norte,Rondônia,Parecis,31,169,626,"5,0%","27,0%"
2104701,Nordeste,Maranhão,Graça Aranha,31,170,1120,"2,8%","15,2%"
2704906,Nordeste,Alagoas,Mar Vermelho,31,56,348,"8,9%","16,1%"
3103306,Sudeste,Minas Gerais,Aracitaba,31,43,334,"9,3%","12,9%"
3108701,Sudeste,Minas Gerais,Brás Pires,31,216,811,"3,8%","26,6%"
3112208,Sudeste,Minas Gerais,Capela Nova,31,101,489,"6,3%","20,7%"
3121100,Sudeste,Minas Gerais,Delfim Moreira,31,94,881,"3,5%","10,7%"
3129400,Sudeste,Minas Gerais,Ibertioga,31,105,537,"5,8%","19,6%"
3133758,Sudeste,Minas Gerais,Itaú de Minas,31,72,796,"3,9%","9,0%"
3147600,Sudeste,Minas Gerais,Passa Quatro,31,107,1374,"2,3%","7,8%"
3160207,Sudeste,Minas Gerais,Santo Antônio do Itambé,31,124,515,"6,0%","24,1%"
3161056,Sudeste,Minas Gerais,São Félix de Minas,31,84,413,"7,5%","20,3%"
3164308,Sudeste,Minas Gerais,São Roque de Minas,31,66,522,"5,9%","12,6%"
3167400,Sudeste,Minas Gerais,Silvianópolis,31,116,749,"4,1%","15,5%"
3168309,Sudeste,Minas Gerais,Taquaraçu de Minas,31,96,612,"5,1%","15,7%"
3171709,Sudeste,Minas Gerais,Virgínia,31,166,1134,"2,7%","14,6%"
3205069,Sudeste,Espírito Santo,Venda Nova do Imigrante,31,119,1414,"2,2%","8,4%"
3502002,Sudeste,São Paulo,Analândia,31,47,343,"9,0%","13,7%"
3510153,Sudeste,São Paulo,Canitar,31,50,558,"5,6%","9,0%"
3511300,Sudeste,São Paulo,Cedral,31,46,723,"4,3%","6,4%"
3515202,Sudeste,São Paulo,Estrela d’Oeste,31,42,635,"4,9%","6,6%"
3517109,Sudeste,São Paulo,Glicério,31,55,445,"7,0%","12,4%"
3521606,Sudeste,São Paulo,Irapuru,31,69,525,"5,9%","13,1%"
3536406,Sudeste,São Paulo,Paulicéia,31,82,807,"3,8%","10,2%"
3542701,Sudeste,São Paulo,Restinga,31,46,557,"5,6%","8,3%"
3548203,Sudeste,São Paulo,Santo Antônio do Pinhal,31,72,814,"3,8%","8,8%"
4107702,Sul,Paraná,Fênix,31,100,571,"5,4%","17,5%"
4123808,Sul,Paraná,Santa Izabel do Oeste,31,56,869,"3,6%","6,4%"
4207205,Sul,Santa Catarina,Imaruí,31,57,699,"4,4%","8,2%"
4212502,Sul,Santa Catarina,Penha,31,95,1272,"2,4%","7,5%"
4301404,Sul,Rio Grande do Sul,Arvorezinha,31,45,473,"6,6%","9,5%"
4316428,Sul,Rio Grande do Sul,Sagrada Família,31,97,408,"7,6%","23,8%"
4319802,Sul,Rio Grande do Sul,São Vicente do Sul,31,48,624,"5,0%","7,7%"
4320552,Sul,Rio Grande do Sul,Sertão Santana,31,84,345,"9,0%","24,3%"
4321006,Sul,Rio Grande do Sul,Tapera,31,66,801,"3,9%","8,2%"
4321709,Sul,Rio Grande do Sul,Três Coroas,31,59,1080,"2,9%","5,5%"
5107768,Centro-Oeste,Mato Grosso,Santa Rita do Trivelato,31,73,540,"5,7%","13,5%"
5200829,Centro-Oeste,Goiás,Amaralina,31,93,464,"6,7%","20,0%"
5208509,Centro-Oeste,Goiás,Goiandira,31,43,522,"5,9%","8,2%"
5213905,Centro-Oeste,Goiás,Mossâmedes,31,57,492,"6,3%","11,6%"
1712009,Norte,Tocantins,Lajeado,30,105,373,"8,0%","28,2%"
2200954,Nordeste,Piauí,Aroeiras do Itaim,30,229,564,"5,3%","40,6%"
2206308,Nordeste,Piauí,Miguel Leão,30,42,289,"10,4%","14,5%"
2414753,Nordeste,Rio Grande do Norte,Venha-Ver,30,64,546,"5,5%","11,7%"
2512036,Nordeste,Paraíba,Poço Dantas,30,54,711,"4,2%","7,6%"
3106804,Sudeste,Minas Gerais,Bias Fortes,30,50,455,"6,6%","11,0%"
3108909,Sudeste,Minas Gerais,Brazópolis,30,82,934,"3,2%","8,8%"
3120409,Sudeste,Minas Gerais,Cristiano Otoni,30,65,345,"8,7%","18,8%"
3135704,Sudeste,Minas Gerais,Jequitibá,30,80,656,"4,6%","12,2%"
3154200,Sudeste,Minas Gerais,Resende Costa,30,92,719,"4,2%","12,8%"
3162302,Sudeste,Minas Gerais,São João da Mata,30,65,373,"8,0%","17,4%"
3165578,Sudeste,Minas Gerais,Senador Amaral,30,102,950,"3,2%","10,7%"
3201159,Sudeste,Espírito Santo,Brejetuba,30,105,1128,"2,7%","9,3%"
3514205,Sudeste,São Paulo,Dolcinópolis,30,53,285,"10,5%","18,6%"
3532058,Sudeste,São Paulo,Motuca,30,37,288,"10,4%","12,8%"
4103354,Sul,Paraná,Braganey,30,56,572,"5,2%","9,8%"
4107850,Sul,Paraná,Flor da Serra do Sul,30,64,605,"5,0%","10,6%"
4111209,Sul,Paraná,Itapejara d’Oeste,30,69,1122,"2,7%","6,1%"
4113429,Sul,Paraná,Lidianópolis,30,111,855,"3,5%","13,0%"
4115309,Sul,Paraná,Mariópolis,30,56,621,"4,8%","9,0%"
4116604,Sul,Paraná,Nova América da Colina,30,82,463,"6,5%","17,7%"
4120705,Sul,Paraná,Quatiguá,30,34,707,"4,2%","4,8%"
